ID,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y
12919,39.53,123.88,261.29,299.83,10.17,9.95,11.07,192.28,297.72,30.13,40.81,945.64,5593.13,5195.75,6493.25,7.73,25.0,5606.65,5.0,19.27,47.1,7.97,78.99,282118.0,1
12920,40.26,125.35,260.32,295.49,10.21,9.95,11.05,193.01,290.27,37.57,45.66,938.79,5587.13,5194.75,6509.75,7.74,25.0,5604.06,5.0,19.27,79.9,7.64,80.07,289383.0,1
12921,40.86,125.24,260.39,296.93,10.21,9.95,11.07,193.01,290.27,41.63,43.86,967.45,5591.0,5185.63,6503.13,7.74,25.0,5604.8,5.0,19.27,77.01,7.59,77.38,288815.0,1
12922,40.62,124.83,259.39,293.36,10.19,9.97,11.07,198.82,297.65,29.98,34.42,971.74,5578.38,5193.88,6496.25,7.73,25.0,5605.63,5.0,19.53,77.1,7.58,78.74,289257.0,2
12923,41.23,125.33,259.84,293.27,10.2,9.96,11.06,199.17,294.14,29.29,33.67,950.86,5580.5,5185.5,6496.88,7.73,25.0,5606.65,5.0,19.27,76.57,7.54,79.65,288662.0,2
12924,40.8,124.73,258.76,293.09,10.21,9.97,11.06,200.81,297.85,34.31,40.55,935.73,5564.88,5178.63,6497.13,7.73,25.0,5605.35,5.0,19.27,76.59,7.54,79.64,290070.0,2
12925,41.1,125.2,259.48,293.37,10.18,9.95,11.07,195.82,302.75,39.4,43.42,941.56,5581.88,5170.25,6488.88,7.72,25.0,5606.65,5.0,19.35,49.88,7.84,79.96,283818.0,3
12926,41.19,124.86,260.6,297.14,10.2,9.95,11.09,200.65,294.42,35.77,40.57,971.42,5585.0,5182.13,6494.88,7.7,25.0,5605.35,5.0,19.28,16.16,8.18,90.61,275326.0,2
12927,40.96,124.61,260.1,294.56,10.18,9.97,11.06,197.36,300.43,34.72,39.02,940.55,5576.5,5174.0,6496.5,7.62,25.0,5610.81,5.0,19.27,33.5,8.13,82.33,276799.0,1
12928,44.54,126.32,270.13,303.1,10.21,9.94,11.08,214.84,292.1,34.38,37.63,956.65,5580.63,5181.0,6496.75,7.56,25.0,5605.08,5.0,19.27,60.51,8.15,85.79,276230.0,1
12929,41.09,124.81,261.52,299.0,10.2,9.96,11.07,215.04,288.91,36.98,40.77,947.31,5579.25,5174.63,6499.38,7.4,25.0,5602.49,5.0,19.27,24.37,8.06,87.59,277573.0,1
12930,41.93,125.61,263.53,293.29,10.19,9.97,11.07,208.8,294.41,38.03,40.83,955.82,5588.25,5176.5,6502.63,7.31,25.0,5605.35,5.0,19.27,20.68,8.04,80.55,281112.0,1
12931,40.53,124.43,260.58,297.19,10.21,9.94,11.07,202.95,286.47,34.06,37.26,956.3,5575.38,5177.13,6520.25,7.19,25.0,5601.65,5.0,19.27,20.38,8.02,81.61,281964.0,1
12932,40.64,125.12,260.12,294.1,10.2,9.95,11.07,208.33,283.28,34.25,37.49,950.33,5584.63,5178.25,6506.75,7.08,25.0,5606.09,5.0,35.43,32.06,8.1,78.45,280612.0,1
12933,40.99,124.91,260.72,295.95,10.2,9.95,11.08,208.73,287.18,35.74,39.53,942.55,5554.63,5158.88,6486.0,6.99,25.0,5601.1,5.0,19.27,32.06,8.12,78.02,278737.0,1
12934,40.82,125.24,259.4,291.13,10.21,9.96,11.08,206.57,292.84,34.81,38.76,954.71,5543.63,5150.0,6492.38,6.92,25.0,5605.35,10.0,19.27,30.58,8.14,81.32,278117.0,1
12935,41.37,124.84,262.04,299.02,10.2,9.96,11.08,205.98,291.92,35.74,40.02,945.96,5562.0,5164.0,6462.88,6.86,25.0,5598.23,30.0,0.0,32.89,8.11,79.97,278119.0,1
12936,40.14,124.82,257.63,292.01,10.17,9.95,11.07,209.11,296.45,33.2,37.78,954.52,5577.88,5164.63,6500.38,6.86,25.0,5590.01,10.0,738.37,21.72,8.09,80.82,278330.0,1
12937,41.31,125.41,260.86,295.76,10.2,9.98,11.08,206.14,297.66,31.52,35.24,953.94,5566.25,5162.5,6477.63,6.94,25.0,5581.32,10.0,736.49,21.35,8.08,81.9,277968.0,1
12938,40.67,124.7,259.73,296.46,10.2,9.97,11.08,204.02,297.67,34.16,38.98,936.91,5561.13,5175.63,6494.63,7.03,25.0,5581.04,7.0,330.61,21.35,8.08,81.9,277067.0,1
12939,39.75,125.0,254.73,278.92,10.18,9.97,11.07,204.02,297.67,38.9,42.61,943.22,5582.75,5176.75,6505.0,7.11,25.0,5579.47,6.0,316.18,21.35,8.08,81.9,264680.0,1
12940,42.41,125.99,264.22,297.05,10.2,9.95,11.06,214.61,302.38,37.1,41.63,957.35,5565.5,5165.75,6487.88,7.16,25.0,5577.62,6.0,307.41,93.34,7.45,51.79,289526.0,3
12941,41.46,124.15,265.1,305.84,10.2,9.96,11.09,219.86,297.31,33.05,38.05,958.86,5593.75,5193.5,6510.25,7.2,25.0,5572.35,6.0,328.42,83.24,7.5,70.04,291130.0,2
12942,39.73,124.7,260.23,295.72,10.19,9.98,11.07,215.77,298.86,31.15,35.73,956.61,5593.13,5189.25,6499.63,7.24,25.0,5572.63,6.0,295.59,95.04,7.5,90.17,290020.0,2
12943,40.82,124.67,263.86,300.22,10.2,9.97,11.06,220.9,301.21,32.77,38.99,939.57,5598.75,5201.38,6497.88,7.28,25.0,5572.08,6.0,310.07,79.91,7.48,86.88,291387.0,2
12944,39.68,124.99,257.21,280.3,10.19,9.97,11.07,208.45,301.25,29.2,40.8,939.73,5621.63,5224.5,6543.75,7.31,25.0,5573.65,6.0,296.0,109.86,7.49,70.93,289513.0,2
12945,40.31,124.94,259.33,299.73,10.2,9.96,11.07,204.4,298.32,39.12,46.48,946.16,5595.88,5191.38,6520.88,7.34,25.0,5565.98,6.0,317.07,85.12,7.51,71.19,290531.0,2
12946,41.09,125.37,260.22,295.71,10.21,9.94,11.09,207.48,302.32,29.7,41.35,952.83,5581.0,5170.75,6508.88,7.38,25.0,5565.98,6.0,309.64,96.06,7.52,75.64,290537.0,2
12947,41.33,125.13,260.95,295.63,10.2,9.96,11.06,206.5,301.93,32.05,42.71,970.91,5599.13,5179.63,6516.5,7.42,25.0,5565.7,6.0,306.15,96.93,7.59,82.01,289552.0,1
12948,40.27,124.64,259.16,294.82,10.2,9.95,11.06,206.5,301.93,26.81,37.53,962.64,5569.38,5163.25,6482.88,7.45,25.0,5564.68,6.0,316.37,103.98,7.57,81.06,289913.0,1
12949,41.24,125.24,261.13,297.57,10.2,9.95,11.07,203.87,300.48,28.21,39.21,943.31,5596.38,5187.5,6511.38,7.47,25.0,5564.87,9.0,321.32,105.71,7.55,81.08,288748.0,1
12950,41.93,125.47,262.48,294.48,10.18,9.94,11.08,199.51,305.93,39.83,46.48,933.82,5583.88,5165.38,6479.38,7.48,25.0,5562.0,9.0,309.59,104.77,7.54,81.12,289290.0,1
12951,41.29,124.8,261.47,297.69,10.18,9.96,11.06,204.12,301.34,33.85,43.41,963.82,5591.5,5182.5,6492.75,7.49,25.0,5558.86,8.0,542.15,104.77,7.54,81.13,290361.0,1
12952,40.37,124.74,258.25,294.11,10.19,9.94,11.07,210.0,298.79,29.57,39.74,952.91,5582.13,5181.38,6509.5,7.51,25.0,5555.44,8.0,535.16,93.39,7.72,80.29,287256.0,2
12953,41.56,125.6,260.61,291.92,10.18,9.95,11.05,213.49,301.75,28.8,38.51,953.77,5593.13,5190.0,6526.75,7.52,25.0,5553.04,5.0,137.42,110.43,7.92,80.88,282807.0,2
12954,41.56,125.03,262.74,300.78,10.2,9.96,11.09,220.05,298.76,37.84,44.96,932.07,5566.75,5170.0,6506.75,7.53,25.0,5550.17,5.0,139.75,102.32,7.84,80.74,284571.0,1
12955,40.87,125.28,258.45,271.28,10.18,9.94,11.05,204.6,297.14,37.63,44.68,949.67,5583.75,5175.63,6508.5,7.54,25.0,5554.05,5.0,138.67,31.78,7.96,84.34,281446.0,1
12956,42.88,125.17,269.45,312.81,10.17,9.97,11.07,201.51,295.99,31.62,41.23,958.25,5590.13,5173.5,6520.0,7.56,25.0,5549.62,5.0,139.54,31.57,7.95,89.97,281677.0,1
12957,41.1,124.75,261.97,297.0,10.18,9.95,11.07,200.26,299.89,30.26,39.78,963.3,5595.63,5180.0,6500.63,7.56,25.0,5553.31,5.0,141.49,37.99,7.99,79.59,280278.0,1
12958,40.03,124.36,260.13,295.55,10.19,9.97,11.08,200.26,299.89,31.46,40.51,949.83,5596.0,5177.13,6511.13,7.56,25.0,5553.04,5.0,141.08,43.09,8.04,75.71,281625.0,1
12959,39.7,124.8,257.35,290.94,10.21,9.95,11.09,199.09,286.41,34.13,42.97,937.97,5557.38,5163.63,6497.88,7.55,25.0,5546.47,5.0,139.8,41.81,8.03,80.57,280940.0,2
12960,40.41,125.33,258.31,285.04,10.29,10.08,11.1,199.52,293.45,36.88,44.33,949.38,5559.88,5161.5,6507.63,7.52,25.0,5544.35,5.0,146.35,40.08,7.95,83.05,282772.0,3
12961,41.45,125.09,262.53,301.25,10.34,10.11,11.05,194.48,301.74,29.27,38.61,966.19,5582.63,5167.5,6517.38,7.51,25.0,5551.19,5.0,146.88,80.33,7.91,79.77,282962.0,2
12962,40.44,124.78,259.49,291.06,10.35,10.11,11.07,197.0,293.94,30.63,40.17,943.12,5559.13,5170.0,6516.38,7.49,25.0,5547.77,5.0,147.33,64.86,7.94,82.21,281742.0,2
12963,41.6,125.19,262.25,296.08,10.33,10.11,11.07,199.73,296.24,32.61,42.21,939.31,5589.0,5179.63,6526.13,7.45,25.0,5544.35,5.0,147.13,58.42,7.93,83.74,280490.0,2
12964,40.69,124.79,259.58,294.31,10.36,10.08,11.06,200.08,292.76,43.05,47.02,936.05,5579.0,5160.38,6510.75,7.4,25.0,5545.09,5.0,149.61,59.7,7.87,82.12,282337.0,1
12965,45.26,126.66,273.95,310.55,10.34,10.09,11.06,197.82,299.9,28.12,36.3,987.63,5587.75,5173.88,6506.13,7.36,25.0,5543.05,6.0,151.24,74.61,7.89,82.28,282695.0,1
12966,40.37,123.94,260.78,291.52,10.33,10.11,11.08,197.72,294.99,26.23,34.05,949.55,5561.0,5166.75,6496.75,7.31,25.0,5545.64,6.0,149.58,64.07,7.91,86.94,281778.0,1
12967,41.0,125.05,262.84,300.85,10.35,10.11,11.05,197.72,294.99,33.48,42.38,922.95,5567.75,5165.25,6506.5,7.27,25.0,5541.94,6.0,148.24,64.93,7.92,84.15,282222.0,1
12968,42.74,125.79,267.21,306.25,10.36,10.09,11.07,201.49,287.76,41.28,45.94,962.55,5559.0,5154.0,6482.25,7.22,25.0,5542.5,6.0,148.22,81.6,7.85,81.69,283113.0,1
12969,38.91,123.89,257.96,295.01,10.36,10.1,11.07,199.59,293.4,30.94,40.86,957.04,5579.63,5170.0,6507.38,7.16,25.0,5538.52,6.0,157.03,50.08,7.78,75.89,285792.0,1
12970,40.58,125.18,260.33,298.17,10.34,10.1,11.06,198.96,295.45,29.11,38.82,949.45,5570.38,5165.38,6501.0,7.1,25.0,5544.07,12.0,145.8,33.77,7.86,74.88,285524.0,1
12971,40.1,125.07,257.62,293.45,10.34,10.08,11.08,200.91,293.09,42.12,47.21,926.34,5575.38,5163.0,6459.5,7.03,25.0,5541.67,30.0,0.0,34.8,7.9,84.07,284609.0,1
12972,41.04,125.27,261.48,301.11,10.35,10.08,11.08,200.28,292.84,29.36,38.96,975.11,5584.0,5183.63,6496.5,6.98,25.0,5534.83,9.0,605.17,31.69,7.9,89.67,284598.0,1
12973,40.61,124.98,260.21,294.25,10.37,10.1,11.07,196.1,297.58,31.0,40.84,941.03,5561.13,5156.13,6488.25,6.97,25.0,5522.44,9.0,615.96,41.87,7.91,87.61,285306.0,1
12974,39.7,124.66,257.47,290.86,10.34,10.09,11.07,198.65,295.73,43.79,47.16,930.12,5566.75,5162.88,6475.38,6.97,25.0,5523.73,9.0,608.78,39.01,7.92,87.47,282407.0,1
12975,40.38,125.36,258.91,294.5,10.36,10.08,11.06,202.68,301.87,27.53,37.26,971.67,5576.5,5165.38,6500.75,6.99,25.0,5517.91,9.0,604.86,43.49,7.89,81.22,282660.0,1
12976,40.34,124.7,259.52,298.2,10.34,10.12,11.06,200.86,301.11,26.38,35.61,959.51,5580.63,5178.13,6502.75,7.0,25.0,5516.62,9.0,620.14,121.51,7.85,75.77,283858.0,1
12977,40.4,124.82,260.25,295.26,10.35,10.1,11.08,203.89,300.19,35.71,46.38,946.0,5559.63,5157.5,6492.88,7.03,25.0,5514.21,7.0,255.35,72.57,7.91,87.0,281421.0,1
12978,39.86,124.69,257.98,293.93,10.35,10.1,11.07,204.4,298.32,29.57,39.76,966.02,5579.0,5178.25,6504.0,7.05,25.0,5513.66,7.0,254.51,54.66,7.9,86.62,281497.0,1
12979,42.54,126.17,266.41,306.6,10.35,10.1,11.08,212.85,298.69,26.6,35.65,954.7,5570.0,5172.13,6500.38,7.08,25.0,5512.64,7.0,256.6,54.62,7.9,86.62,281619.0,1
12980,41.51,124.86,265.77,305.44,10.34,10.12,11.07,200.41,302.44,31.13,41.38,947.82,5581.38,5179.25,6499.25,7.1,25.0,5509.96,7.0,254.89,75.75,7.89,67.51,281445.0,1
12981,40.61,124.6,262.56,296.17,10.35,10.09,11.06,200.86,299.02,36.7,44.79,937.62,5581.0,5183.88,6501.25,7.12,25.0,5508.39,7.0,258.49,96.83,7.88,67.95,281671.0,2
12982,40.38,125.03,261.1,293.97,10.36,10.11,11.08,204.05,295.31,34.93,43.17,954.41,5585.0,5185.0,6511.38,7.14,25.0,5507.84,7.0,252.17,148.35,7.83,76.64,283304.0,2
12983,40.43,124.77,262.07,299.87,10.35,10.1,11.08,214.72,294.1,31.24,41.23,952.11,5577.5,5177.88,6486.75,7.16,25.0,5505.99,7.0,253.76,150.05,7.86,81.51,282666.0,2
12984,41.13,125.27,263.17,295.33,10.35,10.08,11.06,215.41,298.91,35.55,44.12,940.62,5589.63,5199.63,6512.5,7.17,25.0,5503.86,7.0,255.23,160.73,7.84,80.23,282578.0,2
12985,41.21,124.84,261.54,299.08,10.33,10.09,11.06,218.63,296.81,36.67,43.63,963.28,5577.5,5167.88,6504.0,7.19,25.0,5497.85,7.0,254.27,102.16,7.84,83.0,283160.0,5
12986,41.23,125.17,261.64,296.57,10.34,10.09,11.08,218.63,296.81,25.85,33.54,973.45,5587.75,5176.0,6510.25,7.21,25.0,5500.72,7.0,254.99,105.91,7.85,73.2,283439.0,3
12987,40.72,124.53,260.96,298.34,10.34,10.1,11.07,217.93,287.35,28.3,37.0,930.58,5578.63,5167.88,6477.38,7.22,25.0,5494.44,7.0,257.66,61.65,7.93,78.66,282485.0,3
12988,40.54,125.09,259.49,292.44,10.37,10.08,11.06,219.56,295.02,47.27,48.59,921.37,5564.38,5148.25,6474.63,7.24,25.0,5496.0,6.0,250.71,65.53,7.97,78.07,281369.0,2
12989,41.28,125.33,261.99,296.1,10.36,10.08,11.07,222.29,301.06,32.55,40.94,1000.62,5551.38,5141.75,6485.63,7.25,25.0,5495.73,5.0,19.35,73.85,7.98,83.26,280720.0,2
12990,40.53,124.48,258.84,298.63,10.34,10.1,11.06,218.29,294.61,24.61,30.66,1008.17,5553.5,5148.88,6481.75,7.25,25.0,5500.44,5.0,19.27,117.3,7.83,83.12,284053.0,1
12991,41.47,125.59,262.57,297.08,10.37,10.12,11.07,210.5,294.14,23.31,28.88,947.93,5564.25,5156.75,6486.5,7.25,25.0,5494.71,5.0,19.27,114.34,7.89,82.53,284032.0,1
12992,40.13,124.4,259.05,296.66,10.35,10.1,11.07,215.35,298.87,32.58,42.57,895.79,5577.88,5165.38,6514.25,7.25,25.0,5498.32,5.0,19.27,86.57,7.9,86.57,282842.0,1
12993,41.0,125.31,261.23,295.83,10.34,10.08,11.07,209.43,298.45,49.28,49.46,938.43,5549.0,5140.0,6476.25,7.23,25.0,5497.02,5.0,19.27,91.7,7.89,83.99,282302.0,1
12994,40.57,124.78,261.38,300.76,10.35,10.1,11.08,211.84,302.34,28.27,36.95,983.29,5550.0,5144.63,6483.63,7.22,25.0,5499.42,5.0,19.27,89.21,7.86,80.36,283872.0,1
12995,40.42,125.27,257.77,288.84,10.35,10.1,11.1,205.0,295.71,29.82,39.07,933.4,5551.75,5145.25,6492.5,7.19,25.0,5499.42,5.0,19.27,120.38,7.85,75.52,285834.0,1
12996,41.28,124.9,264.22,306.09,10.35,10.1,11.07,205.0,295.71,33.95,42.52,942.45,5557.13,5149.63,6494.63,7.14,25.0,5496.28,5.0,19.27,50.21,7.84,78.89,287230.0,1
12997,40.49,124.46,261.99,299.17,10.34,10.08,11.05,215.94,290.3,38.62,44.84,949.14,5555.38,5140.75,6458.13,7.1,25.0,5493.88,30.0,0.01,69.53,7.82,83.38,287674.0,1
12998,43.0,125.98,266.12,300.62,10.36,10.12,11.07,194.99,305.2,34.38,39.28,963.72,5574.38,5170.75,6489.38,7.04,25.0,5483.9,8.0,661.82,130.78,7.88,76.34,285569.0,1
12999,41.81,124.6,266.45,303.86,10.37,10.1,11.08,203.23,288.5,29.66,33.83,963.08,5593.38,5183.13,6516.0,7.02,25.0,5480.66,8.0,659.31,100.19,7.87,77.71,285586.0,1
13000,41.46,124.29,264.9,306.12,10.34,10.11,11.08,202.07,283.51,29.91,35.04,927.94,5583.13,5169.25,6504.25,7.02,25.0,5472.81,8.0,650.47,54.46,7.84,92.36,284833.0,1
13001,39.89,124.77,258.41,294.2,10.34,10.26,11.09,209.84,278.66,49.9,48.52,900.77,5563.75,5150.13,6480.13,7.03,25.0,5468.83,8.0,659.99,13.19,7.87,90.73,282914.0,1
13002,42.54,125.44,266.45,306.98,10.35,10.26,11.05,203.83,290.65,29.27,33.38,990.58,5583.13,5171.0,6497.88,7.05,25.0,5468.27,8.0,657.2,55.91,7.88,68.16,284754.0,1
13003,39.96,124.22,259.06,295.01,10.35,10.25,11.08,207.22,287.21,29.11,33.64,946.85,5590.63,5174.63,6513.75,7.07,25.0,5462.45,8.0,654.63,47.63,7.89,72.74,284978.0,1
13004,41.28,125.48,261.29,297.07,10.37,10.26,11.07,210.82,288.33,33.7,39.57,929.77,5572.5,5163.25,6500.75,7.09,25.0,5463.01,8.0,649.71,35.26,7.93,86.2,284457.0,1
13005,41.19,124.97,262.36,299.25,10.36,10.26,11.09,210.54,290.27,44.51,45.52,928.78,5593.25,5164.38,6510.5,7.12,25.0,5456.44,8.0,657.19,51.53,7.87,80.08,285041.0,1
13006,41.65,125.37,262.77,297.58,10.35,10.26,11.08,210.54,290.27,30.72,34.68,1006.41,5589.38,5170.38,6509.75,7.14,25.0,5454.04,8.0,669.87,28.94,7.95,76.06,282437.0,1
13007,40.02,124.37,261.51,297.11,10.36,10.26,11.07,201.25,286.73,25.88,27.35,964.61,5589.63,5181.0,6489.0,7.17,25.0,5450.62,8.0,654.23,39.64,7.94,80.48,281713.0,1
13008,43.7,126.23,270.38,304.8,10.36,10.25,11.08,195.28,282.43,32.73,37.71,906.84,5598.88,5198.5,6512.5,7.2,25.0,5449.79,8.0,656.46,34.45,7.94,82.88,282241.0,1
13009,39.69,124.0,259.39,288.47,10.34,10.25,11.07,197.42,291.69,39.12,42.66,936.68,5603.63,5194.63,6500.75,7.24,25.0,5447.38,8.0,658.11,34.42,7.94,82.89,283744.0,1
13010,40.3,124.45,261.65,304.78,10.34,10.26,11.09,198.22,295.36,40.23,42.73,964.34,5595.38,5187.5,6512.88,7.27,25.0,5444.24,8.0,652.25,49.88,7.94,82.04,282464.0,1
13011,41.69,125.46,265.05,303.92,10.34,10.26,11.07,202.38,288.84,34.16,37.51,984.91,5605.63,5200.0,6522.88,7.3,25.0,5435.0,8.0,660.26,109.97,7.82,75.49,285911.0,1
13012,40.53,122.99,261.44,309.49,10.5,10.26,11.06,242.35,266.85,33.88,38.14,914.96,5589.63,5171.13,6491.5,7.37,25.0,5435.74,6.0,335.47,78.34,7.9,93.5,284354.0,1
13013,42.05,124.32,262.56,295.17,10.51,10.41,11.07,210.71,268.41,46.18,45.35,922.13,5573.63,5159.75,6487.5,7.4,25.0,5432.87,6.0,334.56,107.4,7.88,88.91,281542.0,1
13014,43.71,125.01,269.5,309.63,10.49,10.24,11.08,219.47,275.11,35.3,39.54,970.54,5588.38,5147.63,6466.63,7.44,25.0,5428.16,6.0,328.14,74.87,7.85,75.07,282943.0,1
13015,42.52,124.85,266.62,306.97,10.49,10.26,11.07,219.47,275.11,33.23,36.65,964.4,5603.13,5167.38,6510.88,7.47,25.0,5431.03,6.0,332.54,91.12,7.83,69.91,284826.0,1
13016,43.56,125.07,269.41,309.31,10.41,10.26,11.08,216.52,270.55,33.48,37.38,959.75,5613.0,5173.38,6500.0,7.5,25.0,5425.29,6.0,333.52,66.52,7.86,93.14,283133.0,1
13017,40.21,124.05,259.53,294.95,10.33,10.25,11.07,215.0,271.57,32.52,36.6,940.07,5596.75,5164.25,6473.25,7.53,25.0,5421.78,6.0,333.81,76.13,7.83,78.52,284721.0,1
13018,42.68,125.73,264.64,297.64,10.37,10.25,11.07,221.17,280.11,40.89,43.87,931.12,5589.63,5153.25,6488.25,7.55,25.0,5424.19,6.0,332.83,63.98,7.79,73.94,285638.0,1
13019,40.77,124.33,259.6,299.9,10.33,10.27,11.08,225.55,283.66,36.79,41.34,951.09,5602.75,5157.13,6490.63,7.58,25.0,5422.06,6.0,328.53,56.68,7.85,68.03,284115.0,1
13020,41.0,124.8,261.29,297.26,10.33,10.25,11.06,223.31,280.44,34.16,39.25,950.69,5602.75,5162.5,6496.75,7.6,25.0,5419.19,6.0,331.24,49.22,7.85,80.39,285435.0,1
13021,41.02,125.32,257.99,293.72,10.37,10.39,11.08,217.52,279.97,32.14,36.59,962.31,5593.0,5159.38,6472.5,7.62,25.0,5420.49,6.0,326.36,45.2,7.86,76.81,286879.0,1
13022,43.13,125.58,265.72,302.64,10.34,10.26,11.06,203.11,293.36,35.4,40.57,944.55,5604.0,5162.13,6495.0,7.64,25.0,5416.24,8.0,333.0,27.96,7.94,94.47,283490.0,1
13023,41.61,124.48,262.87,301.71,10.33,10.25,11.07,221.45,280.96,33.97,39.8,951.11,5600.63,5166.0,6510.88,7.65,25.0,5416.24,8.0,333.73,46.73,7.92,79.65,284284.0,1
13024,41.65,125.15,261.19,290.87,10.35,10.27,11.05,215.79,276.75,39.37,43.12,932.59,5585.5,5156.13,6476.88,7.67,25.0,5416.51,8.0,334.79,55.44,7.94,70.87,283556.0,1
13025,41.01,124.75,260.25,300.94,10.37,10.27,11.08,215.79,276.75,89.47,42.3,949.16,5602.88,5167.5,6493.25,7.68,25.0,5410.23,8.0,330.73,61.02,7.93,66.86,283226.0,1
13026,41.93,125.45,262.55,298.19,10.35,10.25,11.07,220.99,280.43,25.98,35.79,968.21,5598.63,5172.13,6497.5,7.7,25.0,5412.54,8.0,330.61,61.5,7.88,93.98,284877.0,1
13027,43.1,125.79,265.22,292.68,10.34,10.28,11.11,207.72,289.11,26.88,38.1,934.78,5613.13,5177.38,6504.88,7.71,23.0,5408.1,6.0,329.53,44.63,7.95,77.24,282959.0,1
13028,41.51,124.23,262.84,304.73,10.35,10.26,11.06,231.19,285.92,38.0,46.23,933.51,5596.88,5170.75,6502.25,7.72,23.0,5408.84,6.0,325.69,48.26,7.93,71.62,282500.0,1
13029,42.01,125.08,261.36,298.26,10.34,10.26,11.07,224.62,281.68,35.55,44.4,970.05,5585.5,5150.38,6477.63,7.73,23.0,5405.42,6.0,328.69,41.55,8.09,69.61,279782.0,1
13030,42.58,124.86,266.77,307.15,10.33,10.25,11.07,222.54,276.1,42.18,46.82,909.16,5599.5,5165.25,6481.75,7.73,23.0,5402.83,6.0,331.01,34.29,8.04,78.45,280837.0,1
13031,42.4,125.44,264.12,288.06,10.35,10.27,11.07,202.88,278.88,24.21,34.08,979.87,5605.88,5170.63,6500.63,7.74,23.0,5405.42,6.0,330.0,26.66,8.05,91.16,281917.0,1
13032,41.99,124.32,268.46,313.13,10.36,10.25,11.08,218.1,277.81,28.02,39.88,927.04,5603.63,5172.88,6488.88,7.75,23.0,5400.43,6.0,328.68,29.11,8.09,80.55,279251.0,1
13033,40.3,124.64,261.95,300.28,10.35,10.24,11.1,210.6,279.02,36.3,46.11,947.18,5620.63,5202.75,6510.75,7.75,23.0,5398.03,6.0,332.2,40.05,8.05,78.11,279291.0,1
13034,42.67,125.62,264.68,301.96,10.35,10.26,11.06,224.35,267.92,28.83,40.0,965.01,5589.5,5166.13,6487.25,7.76,23.0,5399.88,6.0,331.64,57.4,8.02,81.22,280801.0,1
13035,41.56,124.66,261.97,300.59,10.36,10.28,11.07,224.35,267.92,32.73,43.54,925.25,5615.38,5172.88,6487.88,7.76,23.0,5401.45,6.0,324.31,59.75,8.06,69.3,279421.0,1
13036,40.93,124.82,261.36,298.95,10.34,10.26,11.09,239.6,278.84,40.51,46.35,949.56,5599.5,5163.5,6505.25,7.77,23.0,5399.6,6.0,329.55,60.33,8.05,86.44,279472.0,1
13037,42.05,125.29,263.23,302.02,10.35,10.26,11.07,220.78,281.06,32.95,42.35,942.43,5591.13,5152.88,6475.38,7.77,23.0,5394.33,6.0,322.4,61.27,8.03,85.6,279269.0,1
13038,42.64,125.09,263.92,298.61,10.34,10.26,11.07,245.57,288.67,28.27,38.27,956.52,5592.13,5163.88,6500.63,7.78,23.0,5390.91,6.0,327.4,61.27,8.03,85.6,280839.0,1
13039,41.65,124.66,262.26,297.41,10.34,10.25,11.08,224.93,280.03,29.02,39.54,956.76,5610.88,5163.88,6494.13,7.78,23.0,5389.06,6.0,330.18,58.07,7.98,77.48,281134.0,1
13040,43.85,126.3,267.59,298.21,10.34,10.25,11.07,238.39,276.57,37.22,45.73,923.07,5607.5,5162.5,6500.0,7.79,23.0,5391.37,6.0,333.04,50.95,7.87,75.88,283901.0,1
13041,42.87,124.64,268.2,309.46,10.36,10.26,11.06,218.36,275.04,31.31,40.5,981.54,5602.5,5152.5,6495.0,7.79,23.0,5390.35,6.0,333.23,57.78,7.86,92.54,284469.0,1
13042,40.79,124.39,259.51,297.6,10.33,10.28,11.07,221.2,273.29,26.78,34.73,959.44,5620.0,5157.5,6497.5,7.79,23.0,5383.52,6.0,330.58,39.93,7.78,71.53,287347.0,1
13043,43.94,125.99,268.93,306.04,10.34,10.26,11.07,225.13,266.69,27.65,36.41,939.54,5600.0,5142.5,6485.0,7.79,23.0,5384.53,6.0,326.28,28.66,7.85,77.5,286344.0,1
13044,40.6,123.62,261.86,304.09,10.34,10.26,11.06,227.88,270.74,46.96,49.42,895.01,5580.0,5132.5,6485.0,7.79,23.0,5379.26,6.0,330.08,42.84,7.85,89.79,286883.0,1
13045,42.58,125.7,266.37,301.58,10.33,10.25,11.08,227.88,270.74,30.2,39.13,973.23,5587.5,5132.5,6492.5,7.78,23.0,5381.39,6.0,327.88,64.0,7.83,66.35,286398.0,1
13046,41.03,124.42,261.31,297.53,10.37,10.27,11.07,230.4,266.01,28.4,37.7,959.56,5585.0,5140.0,6490.0,7.78,23.0,5376.12,6.0,332.83,75.32,7.82,76.76,289160.0,1
13047,39.77,124.32,255.55,291.13,10.33,10.27,11.06,211.88,267.24,28.05,37.96,945.61,5597.5,5137.5,6495.0,7.78,23.0,5375.1,6.0,332.22,79.41,7.87,83.97,286079.0,1
13048,42.35,125.71,263.96,304.48,10.32,10.28,11.08,224.85,271.73,30.26,40.04,950.01,5592.5,5147.5,6490.0,7.78,23.0,5375.84,6.0,333.02,53.92,7.9,88.62,283906.0,1
13049,42.52,125.0,264.94,303.34,10.36,10.26,11.06,206.53,279.46,37.66,45.45,931.84,5582.5,5135.0,6482.5,7.77,23.0,5378.15,6.0,327.8,77.17,7.88,79.37,284553.0,1
