ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module
1735,2021/6/9,,2636,23.55,498.6,25.03,121.08,-95,6542,27.9,1
1736,2021/6/9,,1585,23.55,283.2,24.98,121.03,-31,6542,27.9,4
1737,2021/6/9,,2410,18.94,499.8,25.11,121.26,22,5261,28.1,1
1738,2021/6/9,,1986,18.94,438.3,25.11,121.26,-160,5261,28.1,1
1739,2021/6/9,46.9,2700,24.88,492.8,24.107,120.44,4.63,160279,29.1,2
1740,2021/6/9,46.9,1345,24.88,246.4,24.107,120.44,4.63,321367,29.1,2
1741,2021/6/9,48.6,1982,24.88,352,24.07,120.47,0,163600,29.5,2
1742,2021/6/9,48.7,553,24.88,99.2,24.08,120.5,1.76,641117,29.5,2
1743,2021/6/9,54.6,557,24.88,99.84,24.07,120.48,10.35,648450,29.5,2
1744,2021/6/9,56,1532,24.88,278.4,24.09,120.52,0,320817,29.5,2
1745,2021/6/9,58,1470,24.88,267.52,24.08,120.52,-2.13,318817,29.5,2
1746,2021/6/9,60,2795,24.88,498.56,24.04,120.52,2.21,160683,29.5,2
1747,2021/6/10,,2750,25.97,498.6,25.03,121.08,-95,7214,27.9,1
1748,2021/6/10,,1603,25.97,283.2,24.98,121.03,-31,7214,28.1,4
1749,2021/6/10,,2806,26.8,499.8,25.11,121.26,22,7444,29,1
1750,2021/6/10,,2320,26.8,438.3,25.11,121.26,-160,7444,29,1
1751,2021/6/10,50.2,2705,26.98,492.8,24.107,120.44,4.63,132008,29.5,2
1752,2021/6/10,50.2,1342,26.98,246.4,24.107,120.44,4.63,264008,29.5,2
1753,2021/6/10,53.4,564,26.98,99.2,24.08,120.5,1.76,528033,29.6,2
1754,2021/6/10,56.5,2100,26.98,352,24.07,120.47,0,141008,29.6,2
1755,2021/6/10,57.3,588,26.98,99.84,24.07,120.48,10.35,555983,29.6,2
1756,2021/6/10,60,1495,26.98,278.4,24.09,120.52,0,242150,29.6,2
1757,2021/6/10,63.2,1468,26.98,267.52,24.08,120.52,-2.13,264708,29.6,2
1758,2021/6/10,60,2894,26.98,498.56,24.04,120.52,2.21,132004,29.6,2
1759,2021/6/11,,2891,27.65,498.6,25.03,121.08,-95,7681,28.6,1
1760,2021/6/11,,2956,25.27,499.8,25.11,121.26,22,7019,29,1
1761,2021/6/11,,2460,25.27,438.3,25.11,121.26,-160,7019,29,1
1762,2021/6/11,,1708,27.65,283.2,24.98,121.03,-31,7681,29,4
1763,2021/6/11,48.7,2845,26.45,492.8,24.107,120.44,4.63,171358,29.9,2
1764,2021/6/11,48.7,1410,26.45,246.4,24.107,120.44,4.63,342658,29.9,2
1765,2021/6/11,51.4,579,26.45,99.2,24.08,120.5,1.76,685433,30,2
1766,2021/6/11,51.5,2096,26.45,352,24.07,120.47,0,175208,30,2
1767,2021/6/11,55.6,595,26.45,99.84,24.07,120.48,10.35,699450,30,2
1768,2021/6/11,57.2,1570,26.45,278.4,24.09,120.52,0,321975,30,2
1769,2021/6/11,61.3,1539,26.45,267.52,24.08,120.52,-2.13,339700,30,2
1770,2021/6/11,60,2802,26.45,498.56,24.04,120.52,2.21,171329,30,2
1771,2021/6/12,,2616,25.69,498.6,25.03,121.08,-95,7136,28,1
1772,2021/6/12,,1509,25.69,283.2,24.98,121.03,-31,7136,28.2,4
1773,2021/6/12,54.4,2666,21.49,492.8,24.107,120.44,4.63,97317,29.1,2
1774,2021/6/12,54.4,1327,21.49,246.4,24.107,120.44,4.63,194633,29.1,2
1775,2021/6/12,,2670,26.88,499.8,25.11,121.26,22,7467,29.4,1
1776,2021/6/12,,2222,26.88,438.3,25.11,121.26,-160,7467,29.4,1
1777,2021/6/12,48.1,1771,21.49,314.88,24.06,120.47,0,95767,29.7,2
1778,2021/6/12,52.7,513,21.49,99.2,24.08,120.5,1.76,389267,29.7,2
1779,2021/6/12,55.7,546,21.49,99.84,24.07,120.48,10.35,383067,29.7,2
1780,2021/6/12,56.2,1930,21.49,352,24.07,120.47,0,95913,29.7,2
1781,2021/6/12,58.5,1364,21.49,267.52,24.08,120.52,-2.13,182242,29.7,2
1782,2021/6/12,60.8,1395,21.49,278.4,24.09,120.52,0,178975,29.7,2
1783,2021/6/12,54.1,2456,21.49,498.56,24.04,120.52,2.21,97317,29.7,2
1784,2021/6/13,,2781,26.86,498.6,25.03,121.08,-95,7461,28.5,1
1785,2021/6/13,,1616,26.86,283.2,24.98,121.03,-31,7461,28.8,4
1786,2021/6/13,56.1,2669,26.25,492.8,24.107,120.44,4.63,80588,29.4,2
1787,2021/6/13,56.1,1326,26.25,246.4,24.107,120.44,4.63,161175,29.4,2
1788,2021/6/13,,2735,24.5,499.8,25.11,121.26,22,6806,29.7,1
1789,2021/6/13,,2261,24.5,438.3,25.11,121.26,-160,6806,29.7,1
1790,2021/6/13,46.2,568,26.25,99.2,24.08,120.5,1.76,322350,30,2
1791,2021/6/13,51,1818,26.25,314.88,24.06,120.47,0,84738,30,2
1792,2021/6/13,53.9,1382,26.25,278.4,24.09,120.52,0,140425,30,2
1793,2021/6/13,54.9,1310,26.25,267.52,24.08,120.52,-2.13,148700,30,2
1794,2021/6/13,59.8,572,26.25,99.84,24.07,120.48,10.35,338950,30,2
1795,2021/6/13,67.5,1981,26.25,352,24.07,120.47,0,83708,30,2
1796,2021/6/13,60,2713,26.25,498.56,24.04,120.52,2.21,80588,30,2
1797,2021/6/14,,1589,23.46,283.2,24.98,121.03,-31,6517,28.9,4
1798,2021/6/14,,2688,23.46,498.6,25.03,121.08,-95,6517,29,1
1799,2021/6/14,57.1,2573,24.89,492.8,24.107,120.44,4.63,78217,29.6,2
1800,2021/6/14,57.1,1281,24.89,246.4,24.107,120.44,4.63,156433,29.6,2
1801,2021/6/14,48,1681,24.89,314.88,24.06,120.47,0,82525,30.3,2
1802,2021/6/14,56,563,24.89,99.2,24.08,120.5,1.76,312867,30.3,2
1803,2021/6/14,59,1448,24.89,267.52,24.08,120.52,-2.13,166350,30.3,2
1804,2021/6/14,59.7,561,24.89,99.84,24.07,120.48,10.35,330100,30.3,2
1805,2021/6/14,60.8,1510,24.89,278.4,24.09,120.52,0,159500,30.3,2
1806,2021/6/14,66.5,1948,24.89,352,24.07,120.47,0,81838,30.3,2
1807,2021/6/14,60,2724,24.89,498.56,24.04,120.52,2.21,78217,30.3,2
1808,2021/6/14,,2853,25.52,499.8,25.11,121.26,22,7089,30.4,1
1809,2021/6/14,,2332,25.52,438.3,25.11,121.26,-160,7089,30.4,1
1810,2021/6/15,,2954,27.83,498.6,25.03,121.08,-95,7731,29.2,1
1811,2021/6/15,,1739,27.83,283.2,24.98,121.03,-31,7731,29.2,4
1812,2021/6/15,48.4,2471,21.75,492.8,24.107,120.44,4.63,73796,29.9,2
1813,2021/6/15,48.4,1235,21.75,246.4,24.107,120.44,4.63,147592,29.9,2
1814,2021/6/15,43.6,1318,21.75,278.4,24.09,120.52,0,127908,30.5,2
1815,2021/6/15,45.6,1250,21.75,267.52,24.08,120.52,-2.13,137617,30.5,2
1816,2021/6/15,48,1572,21.75,314.88,24.06,120.47,0,73996,30.5,2
1817,2021/6/15,51.6,504,21.75,99.2,24.08,120.5,1.76,295183,30.5,2
1818,2021/6/15,53.7,517,21.75,99.84,24.07,120.48,10.35,295983,30.5,2
1819,2021/6/15,59.2,1792,21.75,352,24.07,120.47,0,72692,30.5,2
1820,2021/6/15,60,2431,21.75,498.56,24.04,120.52,2.21,73796,30.5,2
1821,2021/6/15,,3002,27.83,499.8,25.11,121.26,22,7731,30.7,1
1822,2021/6/15,,2506,27.83,438.3,25.11,121.26,-160,7731,30.7,1
1823,2021/6/16,27.1,1550,10.73,492.8,24.107,120.44,4.63,32675,29.2,2
1824,2021/6/16,27.1,778,10.73,246.4,24.107,120.44,4.63,65350,29.2,2
1825,2021/6/16,41.3,327,10.73,99.2,24.08,120.5,1.76,130700,29.5,2
1826,2021/6/16,43.8,1140,10.73,352,24.07,120.47,0,44658,29.5,2
1827,2021/6/16,45.2,1038,10.73,314.88,24.06,120.47,0,44142,29.5,2
1828,2021/6/16,47.2,324,10.73,99.84,24.07,120.48,10.35,176567,29.5,2
1829,2021/6/16,56.2,819,10.73,267.52,24.08,120.52,-2.13,85900,29.5,2
1830,2021/6/16,56.9,887,10.73,278.4,24.09,120.52,0,84733,29.5,2
1831,2021/6/16,60,1380,10.73,498.56,24.04,120.52,2.21,32675,29.5,2
1832,2021/6/16,,3048,28.81,498.6,25.03,121.08,-95,8003,29.8,1
1833,2021/6/16,,1816,28.81,283.2,24.98,121.03,-31,8003,29.9,4
1834,2021/6/16,,3027,28.07,499.8,25.11,121.26,22,7797,31.4,1
1835,2021/6/16,,2529,28.07,438.3,25.11,121.26,-160,7797,31.4,1
1836,2021/6/17,,2905,27.96,498.6,25.03,121.08,-95,7767,29.6,1
1837,2021/6/17,,1730,27.96,283.2,24.98,121.03,-31,7767,29.6,4
1838,2021/6/17,53.7,2685,23.66,492.8,24.107,120.44,4.63,79996,29.8,2
1839,2021/6/17,53.7,1343,23.66,246.4,24.107,120.44,4.63,159983,29.8,2
1840,2021/6/17,48.7,1660,23.66,314.88,24.06,120.47,0,76229,30.5,2
1841,2021/6/17,50.8,1319,23.66,267.52,24.08,120.52,-2.13,148450,30.5,2
1842,2021/6/17,51.5,1845,23.66,352,24.07,120.47,0,76729,30.5,2
1843,2021/6/17,54.3,526,23.66,99.84,24.07,120.48,10.35,304917,30.5,2
1844,2021/6/17,54.8,1370,23.66,278.4,24.09,120.52,0,145242,30.5,2
1845,2021/6/17,57.7,521,23.66,99.2,24.08,120.5,1.76,319983,30.5,2
1846,2021/6/17,60,2626,23.66,498.56,24.04,120.52,2.21,79992,30.5,2
1847,2021/6/17,,2945,27.81,499.8,25.11,121.26,22,7725,31.2,1
1848,2021/6/17,,2473,27.81,438.3,25.11,121.26,-160,7725,31.2,1
1849,2021/6/18,,2933,27.54,498.6,25.03,121.08,-95,7650,29.8,1
1850,2021/6/18,,1748,27.54,283.2,24.98,121.03,-31,7650,29.8,4
1851,2021/6/18,51.4,2619,24.89,492.8,24.107,120.44,4.63,80596,30.4,2
1852,2021/6/18,57.1,1309,24.89,246.4,24.107,120.44,4.63,158033,30.4,2
1853,2021/6/18,46.4,1643,24.89,314.88,24.06,120.47,0,76658,30.7,2
1854,2021/6/18,54.5,1358,24.89,267.52,24.08,120.52,-2.13,154533,30.7,2
1855,2021/6/18,56,1399,24.89,278.4,24.09,120.52,0,141725,30.7,2
1856,2021/6/18,56.4,527,24.89,99.84,24.07,120.48,10.35,306633,30.7,2
1857,2021/6/18,58.6,516,24.89,99.2,24.08,120.5,1.76,322383,30.7,2
1858,2021/6/18,60.7,1846,24.89,352,24.07,120.47,0,77192,30.7,2
1859,2021/6/18,60,2740,24.89,498.56,24.04,120.52,2.21,79017,30.7,2
1860,2021/6/18,,2992,27.76,499.8,25.11,121.26,22,7711,31.5,1
1861,2021/6/18,,2487,27.76,438.3,25.11,121.26,-160,7711,31.5,1
1862,2021/6/19,34.6,354,14.03,99.2,24.08,120.5,1.76,255483,30,2
1863,2021/6/19,35.1,792,14.03,267.52,24.08,120.52,-2.13,86850,30,2
1864,2021/6/19,36.1,849,14.03,278.4,24.09,120.52,0,80342,30,2
1865,2021/6/19,36.3,1165,14.03,314.88,24.06,120.47,0,55088,30,2
1866,2021/6/19,36.7,1356,14.03,352,24.07,120.47,0,54463,30,2
1867,2021/6/19,42,384,14.03,99.84,24.07,120.48,10.35,220350,30,2
1868,2021/6/19,60,1467,14.03,498.56,24.04,120.52,2.21,63871,30,2
1869,2021/6/19,,2889,27.57,498.6,25.03,121.08,-95,7658,30,1
1870,2021/6/19,40.9,2145,14.03,492.8,24.107,120.44,4.63,63871,30.1,2
1871,2021/6/19,40.9,1075,14.03,246.4,24.107,120.44,4.63,127742,30.1,2
1872,2021/6/19,,1714,27.57,283.2,24.98,121.03,-31,7658,30.2,4
1873,2021/6/19,,2962,27.21,499.8,25.11,121.26,22,7558,31.8,1
1874,2021/6/19,,2479,27.21,438.3,25.11,121.26,-160,7558,31.8,1
1875,2021/6/20,29,640,10.22,267.52,24.08,120.52,-2.13,129992,29.5,2
1876,2021/6/20,29.6,675,10.22,278.4,24.09,120.52,0,127283,29.5,2
1877,2021/6/20,35,273,10.22,99.2,24.08,120.5,1.76,297133,29.5,2
1878,2021/6/20,36,904,10.22,314.88,24.06,120.47,0,74133,29.5,2
1879,2021/6/20,36.6,1404,10.22,492.8,24.107,120.44,4.63,74283,29.5,2
1880,2021/6/20,37.1,1013,10.22,352,24.07,120.47,0,77779,29.5,2
1881,2021/6/20,39.9,272,10.22,99.84,24.07,120.48,10.35,296533,29.5,2
1882,2021/6/20,45.5,705,10.22,246.4,24.107,120.44,4.63,156658,29.5,2
1883,2021/6/20,60,1126,10.22,498.56,24.04,120.52,2.21,78329,29.5,2
1884,2021/6/20,,2500,24.18,498.6,25.03,121.08,-95,6717,30.1,1
1885,2021/6/20,,1527,24.18,283.2,24.98,121.03,-31,6717,30.1,4
1886,2021/6/20,,2357,22.05,499.8,25.11,121.26,22,6125,31.7,1
1887,2021/6/20,,1971,22.05,438.3,25.11,121.26,-160,6125,31.7,1
1888,2021/6/21,25.6,403,3.89,492.8,24.107,120.44,4.63,18996,27.5,2
1889,2021/6/21,25.6,204,3.89,246.4,24.107,120.44,4.63,37992,27.5,2
1890,2021/6/21,25.2,299,3.89,314.88,24.06,120.47,0,22933,27.9,2
1891,2021/6/21,25.4,216,3.89,267.52,24.08,120.52,-2.13,43833,27.9,2
1892,2021/6/21,25.7,248,3.89,278.4,24.09,120.52,0,44033,27.9,2
1893,2021/6/21,26.5,97,3.89,99.2,24.08,120.5,1.76,75983,27.9,2
1894,2021/6/21,26.7,334,3.89,352,24.07,120.47,0,23204,27.9,2
1895,2021/6/21,26.8,89,3.89,99.84,24.07,120.48,10.35,91733,27.9,2
1896,2021/6/21,60,513,3.89,498.56,24.04,120.52,2.21,18996,27.9,2
1897,2021/6/21,,1904,17.26,498.6,25.03,121.08,-95,4794,28.6,1
1898,2021/6/21,,1095,17.26,283.2,24.98,121.03,-31,4794,28.7,4
1899,2021/6/21,,1578,16.02,499.8,25.11,121.26,22,4450,30.4,1
1900,2021/6/21,,1354,16.02,438.3,25.11,121.26,-160,4450,30.4,1
1901,2021/6/22,,433,6.48,283.2,24.98,121.03,-31,1800,24.6,4
1902,2021/6/22,25.7,694,5.57,492.8,24.107,120.44,4.63,36888,26.1,2
1903,2021/6/22,25.7,350,5.57,246.4,24.107,120.44,4.63,73775,26.1,2
1904,2021/6/22,,689,6.48,498.6,25.03,121.08,-95,1800,26.2,1
1905,2021/6/22,25.2,448,5.57,314.88,24.06,120.47,0,39183,27.1,2
1906,2021/6/22,25.6,445,5.57,278.4,24.09,120.52,0,87200,27.1,2
1907,2021/6/22,25.6,414,5.57,267.52,24.08,120.52,-2.13,87158,27.1,2
1908,2021/6/22,26.4,162,5.57,99.2,24.08,120.5,1.76,147550,27.1,2
1909,2021/6/22,26.7,510,5.57,352,24.07,120.47,0,37708,27.1,2
1910,2021/6/22,26.9,145,5.57,99.84,24.07,120.48,10.35,156733,27.1,2
1911,2021/6/22,60,777,5.57,498.56,24.04,120.52,2.21,36888,27.1,2
1912,2021/6/22,,683,7.21,499.8,25.11,121.26,22,2003,27.2,1
1913,2021/6/22,,574,7.21,438.3,25.11,121.26,-160,2003,27.2,1
1914,2021/6/23,,543,6.67,283.2,24.98,121.03,-31,1853,24.9,4
1915,2021/6/23,,884,6.67,498.6,25.03,121.08,-95,1853,25.2,1
1916,2021/6/23,,759,7.11,499.8,25.11,121.26,22,1975,25.8,1
1917,2021/6/23,,639,7.11,438.3,25.11,121.26,-160,1975,25.8,1
1918,2021/6/23,30.7,680,7.29,492.8,24.107,120.44,4.63,31938,26.8,2
1919,2021/6/23,30.7,341,7.29,246.4,24.107,120.44,4.63,63883,26.8,2
1920,2021/6/23,32.2,505,7.29,314.88,24.06,120.47,0,38279,28,2
1921,2021/6/23,32.9,391,7.29,267.52,24.08,120.52,-2.13,75292,28,2
1922,2021/6/23,33.5,432,7.29,278.4,24.09,120.52,0,75875,28,2
1923,2021/6/23,33.6,168,7.29,99.2,24.08,120.5,1.76,127750,28,2
1924,2021/6/23,34.6,151,7.29,99.84,24.07,120.48,10.35,153117,28,2
1925,2021/6/23,34.7,561,7.29,352,24.07,120.47,0,38392,28,2
1926,2021/6/23,60,910,7.29,498.56,24.04,120.52,2.21,31942,28,2
1927,2021/6/24,,631,8.51,283.2,24.98,121.03,-31,2364,25.6,4
1928,2021/6/24,,1015,8.51,498.6,25.03,121.08,-95,2364,25.9,1
1929,2021/6/24,,1133,7.07,499.8,25.11,121.26,22,1964,26.8,1
1930,2021/6/24,,964,7.07,438.3,25.11,121.26,-160,1964,26.8,1
1931,2021/6/24,43.7,802,15.02,246.4,24.107,120.44,4.63,180483,27.2,2
1932,2021/6/24,46.8,1616,15.02,492.8,24.107,120.44,4.63,87529,27.2,2
1933,2021/6/24,37.6,1091,15.02,314.88,24.06,120.47,0,93079,28.2,2
1934,2021/6/24,42.5,335,15.02,99.84,24.07,120.48,10.35,372317,28.2,2
1935,2021/6/24,44.6,1185,15.02,352,24.07,120.47,0,91171,28.2,2
1936,2021/6/24,45.4,358,15.02,99.2,24.08,120.5,1.76,350117,28.2,2
1937,2021/6/24,48.7,865,15.02,278.4,24.09,120.52,0,174450,28.2,2
1938,2021/6/24,48.7,828,15.02,267.52,24.08,120.52,-2.13,172067,28.2,2
1939,2021/6/24,53,1720,15.02,498.56,24.04,120.52,2.21,90242,28.2,2
1940,2021/6/25,,1452,12.74,498.6,25.03,121.08,-95,3539,26,1
1941,2021/6/25,,854,12.74,283.2,24.98,121.03,-31,3539,26,4
1942,2021/6/25,,1511,7.94,499.8,25.11,121.26,22,2206,27.1,1
1943,2021/6/25,,1263,7.94,438.3,25.11,121.26,-160,2206,27.1,1
1944,2021/6/25,40.9,1524,15.07,492.8,24.107,120.44,4.63,83013,28,2
1945,2021/6/25,40.9,764,15.07,246.4,24.107,120.44,4.63,166058,28,2
1946,2021/6/25,37.3,990,15.07,314.88,24.06,120.47,0,82925,28.7,2
1947,2021/6/25,41,327,15.07,99.2,24.08,120.5,1.76,332050,28.7,2
1948,2021/6/25,41.1,1109,15.07,352,24.07,120.47,0,82688,28.7,2
1949,2021/6/25,41.3,921,15.07,278.4,24.09,120.52,0,182067,28.7,2
1950,2021/6/25,41.4,307,15.07,99.84,24.07,120.48,10.35,331700,28.7,2
1951,2021/6/25,42.2,858,15.07,267.52,24.08,120.52,-2.13,179167,28.7,2
1952,2021/6/25,60,1840,15.07,498.56,24.04,120.52,2.21,83029,28.7,2
1953,2021/6/26,,2821,26.71,498.6,25.03,121.08,-95,7419,27.9,1
1954,2021/6/26,,1699,26.71,283.2,24.98,121.03,-31,7419,27.9,4
1955,2021/6/26,37,1336,11.54,492.8,24.107,120.44,4.63,71908,28.2,2
1956,2021/6/26,37,671,11.54,246.4,24.107,120.44,4.63,143817,28.2,2
1957,2021/6/26,39.5,1032,11.54,314.88,24.06,120.47,0,84933,29,2
1958,2021/6/26,40.9,329,11.54,99.2,24.08,120.5,1.76,287633,29,2
1959,2021/6/26,41.6,803,11.54,278.4,24.09,120.52,0,157492,29,2
1960,2021/6/26,42.6,760,11.54,267.52,24.08,120.52,-2.13,158175,29,2
1961,2021/6/26,42.7,312,11.54,99.84,24.07,120.48,10.35,339733,29,2
1962,2021/6/26,43.1,1125,11.54,352,24.07,120.47,0,85192,29,2
1963,2021/6/26,50.8,1610,11.54,498.56,24.04,120.52,2.21,71908,29,2
1964,2021/6/26,,2668,24.09,499.8,25.11,121.26,22,6692,29.1,1
1965,2021/6/26,,2226,24.09,438.3,25.11,121.26,-160,6692,29.1,1
1966,2021/6/27,48.3,1896,12.2,492.8,24.107,120.44,4.63,108821,28.8,2
1967,2021/6/27,48.3,952,12.2,246.4,24.107,120.44,4.63,217567,28.8,2
1968,2021/6/27,31.6,778,12.2,267.52,24.08,120.52,-2.13,163042,29,2
1969,2021/6/27,31.7,831,12.2,278.4,24.09,120.52,0,160292,29,2
1970,2021/6/27,36.2,312,12.2,99.2,24.08,120.5,1.76,435283,29,2
1971,2021/6/27,37.1,1087,12.2,314.88,24.06,120.47,0,93954,29,2
1972,2021/6/27,39.8,345,12.2,99.84,24.07,120.48,10.35,375817,29,2
1973,2021/6/27,40.6,1230,12.2,352,24.07,120.47,0,94858,29,2
1974,2021/6/27,60,1544,12.2,498.56,24.04,120.52,2.21,108783,29,2
1975,2021/6/27,,2898,27.03,498.6,25.03,121.08,-95,7508,29.1,1
1976,2021/6/27,,1707,27.03,283.2,24.98,121.03,-31,7508,29.2,4
1977,2021/6/27,,2911,27.64,499.8,25.11,121.26,22,7678,30.8,1
1978,2021/6/27,,2436,27.64,438.3,25.11,121.26,-160,7678,30.8,1
1979,2021/6/28,26.1,1144,8.58,492.8,24.107,120.44,4.63,4,27.8,2
1980,2021/6/28,26.1,575,8.58,246.4,24.107,120.44,4.63,8,27.8,2
1981,2021/6/28,42.2,748,8.58,314.88,24.06,120.47,0,61871,28.2,2
1982,2021/6/28,42.9,233,8.58,99.2,24.08,120.5,1.76,17,28.2,2
1983,2021/6/28,43,828,8.58,352,24.07,120.47,0,63692,28.2,2
1984,2021/6/28,44.6,232,8.58,99.84,24.07,120.48,10.35,247483,28.2,2
1985,2021/6/28,46,564,8.58,267.52,24.08,120.52,-2.13,113492,28.2,2
1986,2021/6/28,49.8,594,8.58,278.4,24.09,120.52,0,113525,28.2,2
1987,2021/6/28,60,1109,8.58,498.56,24.04,120.52,2.21,4,28.2,2
1988,2021/6/28,,1332,18.77,283.2,24.98,121.03,-31,5214,28.4,4
1989,2021/6/28,,2202,18.77,498.6,25.03,121.08,-95,5214,28.6,1
1990,2021/6/28,,2012,14.39,499.8,25.11,121.26,22,3997,30.2,1
1991,2021/6/28,,1696,14.39,438.3,25.11,121.26,-160,3997,30.2,1
1992,2021/6/29,43.3,1230,9.57,492.8,24.107,120.44,4.63,28892,28.3,2
1993,2021/6/29,43.3,624,9.57,246.4,24.107,120.44,4.63,57700,28.3,2
1994,2021/6/29,40.9,756,9.57,314.88,24.06,120.47,0,27942,28.5,2
1995,2021/6/29,42.9,838,9.57,352,24.07,120.47,0,28704,28.5,2
1996,2021/6/29,44.2,234,9.57,99.84,24.07,120.48,10.35,111767,28.5,2
1997,2021/6/29,44.5,239,9.57,99.2,24.08,120.5,1.76,115567,28.5,2
1998,2021/6/29,45.5,561,9.57,267.52,24.08,120.52,-2.13,50533,28.5,2
1999,2021/6/29,48.9,594,9.57,278.4,24.09,120.52,0,47217,28.5,2
2000,2021/6/29,60,1199,9.57,498.56,24.04,120.52,2.21,28850,28.5,2
2001,2021/6/29,,2238,20.53,498.6,25.03,121.08,-95,5703,28.7,1
2002,2021/6/29,,1375,20.53,283.2,24.98,121.03,-31,5703,28.7,4
2003,2021/6/29,,2397,18.79,499.8,25.11,121.26,22,5219,30.7,1
2004,2021/6/29,,1987,18.79,438.3,25.11,121.26,-160,5219,30.7,1
2005,2021/6/30,,2858,26.38,498.6,25.03,121.08,-95,7328,28.8,1
2006,2021/6/30,,1701,26.38,283.2,24.98,121.03,-31,7328,28.9,4
2007,2021/6/30,52,2574,22.81,492.8,24.107,120.44,4.63,153888,29.4,2
2008,2021/6/30,52,1296,22.81,246.4,24.107,120.44,4.63,307775,29.4,2
2009,2021/6/30,44.4,1581,22.81,314.88,24.06,120.47,0,145629,30,2
2010,2021/6/30,45.9,1224,22.81,267.52,24.08,120.52,-2.13,283833,30,2
2011,2021/6/30,48.6,488,22.81,99.2,24.08,120.5,1.76,615550,30,2
2012,2021/6/30,48.7,1285,22.81,278.4,24.09,120.52,0,266125,30,2
2013,2021/6/30,49.6,511,22.81,99.84,24.07,120.48,10.35,582517,30,2
2014,2021/6/30,51.4,1783,22.81,352,24.07,120.47,0,147629,30,2
2015,2021/6/30,60,2516,22.81,498.56,24.04,120.52,2.21,153888,30,2
2016,2021/6/30,,2652,26.02,499.8,25.11,121.26,22,7228,30.5,1
2017,2021/6/30,,2224,26.02,438.3,25.11,121.26,-160,7228,30.5,1
2018,2021/7/1,,3147,26.85,498.6,25.03,121.08,-95,7458,28.8,1
2019,2021/7/1,,1816,26.85,283.2,24.98,121.03,-31,7458,28.9,4
2020,2021/7/1,55.1,1393,26.36,246.4,24.107,120.44,4.63,334933,29.4,2
2021,2021/7/1,55.2,2776,26.36,492.8,24.107,120.44,4.63,167467,29.4,2
2022,2021/7/1,42.3,1801,26.36,314.88,24.06,120.47,0,167879,30.4,2
2023,2021/7/1,49.9,574,26.36,99.84,24.07,120.48,10.35,671517,30.4,2
2024,2021/7/1,56.9,1392,26.36,267.52,24.08,120.52,-2.13,319867,30.4,2
2025,2021/7/1,57.4,1411,26.36,278.4,24.09,120.52,0,302875,30.4,2
2026,2021/7/1,58.4,1979,26.36,352,24.07,120.47,0,168633,30.4,2
2027,2021/7/1,58.8,510,26.36,99.2,24.08,120.5,1.76,669867,30.4,2
2028,2021/7/1,60,2829,26.36,498.56,24.04,120.52,2.21,167467,30.4,2
2029,2021/7/1,,2875,25.57,499.8,25.11,121.26,22,7103,30.6,1
2030,2021/7/1,,2367,25.57,438.3,25.11,121.26,-160,7103,30.6,1
2031,2021/7/2,,2974,28.23,498.6,25.03,121.08,-95,7842,28.6,1
2032,2021/7/2,,1765,28.23,283.2,24.98,121.03,-31,7842,28.7,4
2033,2021/7/2,57.2,2721,23.6,492.8,24.107,120.44,4.63,164142,29.6,2
2034,2021/7/2,57.2,1362,23.6,246.4,24.107,120.44,4.63,328267,29.6,2
2035,2021/7/2,46.6,1724,23.6,314.88,24.06,120.47,0,161558,30.4,2
2036,2021/7/2,50.6,552,23.6,99.84,24.07,120.48,10.35,646233,30.4,2
2037,2021/7/2,50.8,1401,23.6,278.4,24.09,120.52,0,294933,30.4,2
2038,2021/7/2,51.6,1353,23.6,267.52,24.08,120.52,-2.13,318283,30.4,2
2039,2021/7/2,52.4,1914,23.6,352,24.07,120.47,0,162483,30.4,2
2040,2021/7/2,53,541,23.6,99.2,24.08,120.5,1.76,656567,30.4,2
2041,2021/7/2,54.7,2609,23.6,498.56,24.04,120.52,2.21,164133,30.4,2
2042,2021/7/2,,2987,27.21,499.8,25.11,121.26,22,7558,30.4,1
2043,2021/7/2,,2487,27.21,438.3,25.11,121.26,-160,7558,30.4,1
2044,2021/7/3,,2934,28.05,498.6,25.03,121.08,-95,7792,28.4,1
2045,2021/7/3,,1741,28.05,283.2,24.98,121.03,-31,7792,28.7,4
2046,2021/7/3,55.7,2717,24.91,492.8,24.107,120.44,4.63,197317,29.7,2
2047,2021/7/3,55.7,1358,24.91,246.4,24.107,120.44,4.63,394633,29.7,2
2048,2021/7/3,,2811,27.8,499.8,25.11,121.26,22,7722,30.2,1
2049,2021/7/3,,2355,27.8,438.3,25.11,121.26,-160,7722,30.2,1
2050,2021/7/3,50.7,1800,24.91,314.88,24.06,120.47,0,173017,30.6,2
2051,2021/7/3,51.1,1331,24.91,267.52,24.08,120.52,-2.13,310092,30.6,2
2052,2021/7/3,53.1,549,24.91,99.2,24.08,120.5,1.76,789267,30.6,2
2053,2021/7/3,58.4,591,24.91,99.84,24.07,120.48,10.35,692067,30.6,2
2054,2021/7/3,60.4,1370,24.91,278.4,24.09,120.52,0,297867,30.6,2
2055,2021/7/3,62.9,2023,24.91,352,24.07,120.47,0,172929,30.6,2
2056,2021/7/3,60,2755,24.91,498.56,24.04,120.52,2.21,197317,30.6,2
2057,2021/7/4,,2285,20.69,498.6,25.03,121.08,-95,5747,28.6,1
